Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Days to Ship,Profit Margin %,Revenue Per Unit,Is Loss,Discount Level,Order Year,Order Month,Order Quarter,Fraud Flag,Stock_On_Hand,Reorder_Point,Lead_Time_Days,Units_Sold,Stock_After_Sale,Restock_Needed,Supplier,Warehouse,Unit_Cost,Inventory_Value,Stock_Status
5096,US-2014-140452,2014-12-06,2014-12-10,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,Chicago,Illinois,60610,Central,TEC-PH-10000307,Technology,Phones,Shocksock Galaxy S4 Armband,35.04,4,0.2,-7.008,4,-20.0,8.76,1,Low,2014,12,Q4,0,67,20,7,4,63,0,DigiSupply Co.,East Warehouse,10.51,704.17,In Stock
1559,CA-2015-112116,2015-03-16,2015-03-18,Second Class,JE-15475,Jeremy Ellison,Consumer,United States,Seattle,Washington,98103,West,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,171.96,2,0.0,44.7096,2,26.0,85.98,0,No Discount,2015,3,Q1,0,58,20,10,2,56,0,FurniCo Supplies,Central Hub,63.63,3690.54,In Stock
7591,CA-2016-158778,2016-09-05,2016-09-09,Standard Class,DB-13210,Dean Braden,Consumer,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10000260,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",58.248,9,0.2,11.6496,4,20.0,6.47,0,Low,2016,9,Q3,0,270,50,4,9,261,0,HomeBase Wholesale,West Warehouse,5.18,1398.6,In Stock
9955,CA-2015-141593,2015-12-14,2015-12-16,Second Class,DB-12970,Darren Budd,Corporate,United States,Los Angeles,California,90045,West,OFF-BI-10000948,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",34.248,3,0.2,11.5587,2,33.75,11.42,0,Low,2015,12,Q4,0,249,80,3,3,246,0,StationeryHub,East Warehouse,7.56,1882.44,In Stock
5988,CA-2016-163776,2016-07-19,2016-07-25,Standard Class,JS-16030,Joy Smith,Consumer,United States,Hattiesburg,Mississippi,39401,South,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,245.94,6,0.0,120.5106,6,49.0,40.99,0,No Discount,2016,7,Q3,0,637,100,2,6,631,0,StationeryHub,West Warehouse,20.9,13313.3,In Stock
2031,CA-2015-117961,2015-11-26,2015-11-30,Standard Class,GP-14740,Guy Phonely,Corporate,United States,Leominster,Massachusetts,1453,East,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,61.04,4,0.0,30.52,4,50.0,15.26,0,No Discount,2015,11,Q4,0,434,80,3,4,430,0,OfficeDepot Wholesale,West Warehouse,7.63,3311.42,In Stock
9564,CA-2016-129280,2016-05-03,2016-05-05,First Class,SM-20905,Susan MacKendrick,Consumer,United States,Newark,Ohio,43055,East,OFF-LA-10000081,Office Supplies,Labels,Avery 496,6.0,2,0.2,2.1,2,35.0,3.0,0,Low,2016,5,Q2,0,395,90,2,2,393,0,PaperMart Direct,Central Hub,1.95,770.25,In Stock
9286,CA-2015-102778,2015-11-21,2015-11-24,First Class,JH-15820,John Huston,Consumer,United States,Monroe,North Carolina,28110,South,FUR-FU-10000087,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",18.176,1,0.2,4.7712,3,26.25,18.18,0,Low,2015,11,Q4,0,202,50,4,1,201,0,FurniCo Supplies,East Warehouse,13.4,2706.8,In Stock
15,US-2015-118983,2015-11-22,2015-11-26,Standard Class,HP-14815,Harold Pawlan,Home Office,United States,Fort Worth,Texas,76106,Central,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",68.81,5,0.8,-123.858,4,-180.0,13.76,1,High,2015,11,Q4,0,43,20,6,5,38,0,PaperMart Direct,Central Hub,38.53,1656.79,In Stock
7186,CA-2017-133102,2017-08-17,2017-08-24,Standard Class,ED-13885,Emily Ducich,Home Office,United States,Houston,Texas,77095,Central,OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,8.016,3,0.2,1.002,7,12.5,2.67,0,Low,2017,8,Q3,0,72,60,3,3,69,0,OfficeDepot Wholesale,South Depot,2.34,168.48,In Stock
6202,CA-2015-146675,2015-04-16,2015-04-20,Standard Class,SB-20185,Sarah Brown,Consumer,United States,Evanston,Illinois,60201,Central,TEC-AC-10004396,Technology,Accessories,Logitech Keyboard K120,43.56,3,0.2,-4.9005,4,-11.25,14.52,1,Low,2015,4,Q2,0,94,35,5,3,91,0,ElectroTrade Ltd,South Depot,16.15,1518.1,In Stock
961,CA-2017-152142,2017-11-14,2017-11-19,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,94110,West,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",321.568,2,0.2,28.1372,5,8.75,160.78,0,Low,2017,11,Q4,0,146,25,5,2,144,0,OfficePro Distributors,East Warehouse,146.72,21421.12,In Stock
9037,CA-2015-166492,2015-04-07,2015-04-10,First Class,RP-19390,Resi Pölking,Consumer,United States,New York City,New York,10035,East,OFF-PA-10002262,Office Supplies,Paper,Xerox 192,25.92,4,0.0,12.4416,3,48.0,6.48,0,No Discount,2015,4,Q2,0,135,100,2,4,131,0,PaperMart Direct,West Warehouse,3.37,454.95,In Stock
5465,CA-2014-146591,2014-01-19,2014-01-20,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,Arizona,85254,West,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",108.72,5,0.2,36.693,1,33.75,21.74,0,Low,2014,1,Q1,0,242,70,2,5,237,0,PaperMart Direct,East Warehouse,14.41,3487.22,In Stock
6866,US-2016-126452,2016-08-21,2016-08-28,Standard Class,SC-20230,Scot Coram,Corporate,United States,Los Angeles,California,90004,West,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,91.96,5,0.2,-20.691,7,-22.5,18.39,1,Low,2016,8,Q3,0,39,20,7,5,34,0,ElectroTrade Ltd,East Warehouse,22.53,878.67,In Stock
6320,CA-2017-161459,2017-11-25,2017-11-29,Second Class,EB-13750,Edward Becker,Corporate,United States,Laguna Niguel,California,92677,West,OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",34.08,6,0.0,15.336,4,45.0,5.68,0,No Discount,2017,11,Q4,0,420,100,2,6,414,0,StationeryHub,South Depot,3.12,1310.4,In Stock
5923,US-2015-126977,2015-09-17,2015-09-23,Standard Class,PF-19120,Peter Fuller,Consumer,United States,New York City,New York,10035,East,TEC-PH-10000169,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,67.8,4,0.0,1.356,6,2.0,16.95,0,No Discount,2015,9,Q3,0,27,20,7,4,23,0,TechSource Intl,South Depot,16.61,448.47,In Stock
8521,CA-2017-118003,2017-12-04,2017-12-10,Standard Class,DO-13645,Doug O'Connell,Consumer,United States,Paterson,New Jersey,7501,East,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,302.94,3,0.0,18.1764,6,6.0,100.98,0,No Discount,2017,12,Q4,0,134,25,5,3,131,0,FurniCo Supplies,West Warehouse,94.92,12719.28,In Stock
334,US-2016-150147,2016-04-25,2016-04-29,Second Class,JL-15850,John Lucas,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,4.896,3,0.7,-3.4272,4,-70.0,1.63,1,High,2016,4,Q2,0,479,80,3,3,476,0,OfficeDepot Wholesale,West Warehouse,2.77,1326.83,In Stock
6482,CA-2017-140872,2017-06-03,2017-06-10,Standard Class,NR-18550,Nick Radford,Consumer,United States,Pembroke Pines,Florida,33024,South,FUR-BO-10002824,Furniture,Bookcases,Bush Mission Pointe Library,241.568,2,0.2,0.0,7,0.0,120.78,0,Low,2017,6,Q2,0,171,30,7,2,169,0,OfficePro Distributors,East Warehouse,120.78,20653.38,In Stock
2610,CA-2014-127446,2014-11-25,2014-11-30,Standard Class,MC-17590,Matt Collister,Corporate,United States,Arlington,Texas,76017,Central,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1218.735,5,0.3,-121.8735,5,-10.0,243.75,1,Medium,2014,11,Q4,0,95,20,10,5,90,0,FurniCo Supplies,Central Hub,268.12,25471.4,In Stock
9490,US-2016-102232,2016-08-05,2016-08-11,Standard Class,MF-17665,Maureen Fritzler,Corporate,United States,Huntsville,Alabama,35810,South,OFF-AR-10000538,Office Supplies,Art,"Boston Model 1800 Electric Pencil Sharpener, Gray",197.05,7,0.0,59.115,6,30.0,28.15,0,No Discount,2016,8,Q3,0,202,60,3,7,195,0,OfficeDepot Wholesale,East Warehouse,19.71,3981.42,In Stock
3209,CA-2016-108882,2016-01-09,2016-01-15,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Fresno,California,93727,West,TEC-AC-10000420,Technology,Accessories,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,349.95,5,0.0,118.983,6,34.0,69.99,0,No Discount,2016,1,Q1,0,126,35,5,5,121,0,TechSource Intl,West Warehouse,46.19,5819.94,In Stock
7783,CA-2016-162236,2016-11-04,2016-11-06,Second Class,ER-13855,Elpida Rittenbach,Corporate,United States,Charlotte,North Carolina,28205,South,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,45.248,2,0.2,3.9592,2,8.75,22.62,0,Low,2016,11,Q4,0,137,40,5,2,135,0,StationeryHub,Central Hub,20.64,2827.68,In Stock
8335,CA-2016-153269,2016-03-09,2016-03-12,First Class,PS-18760,Pamela Stobb,Consumer,United States,Andover,Massachusetts,1810,East,OFF-BI-10004632,Office Supplies,Binders,GBC Binding covers,51.8,4,0.0,23.31,3,45.0,12.95,0,No Discount,2016,3,Q1,0,401,80,3,4,397,0,PaperMart Direct,South Depot,7.12,2855.12,In Stock
264,US-2014-106992,2014-09-19,2014-09-21,Second Class,SB-20290,Sean Braxton,Corporate,United States,Houston,Texas,77036,Central,TEC-MA-10003353,Technology,Machines,Xerox WorkCentre 6505DN Laser Multifunction Printer,2519.958,7,0.4,-251.9958,2,-10.0,359.99,1,Medium,2014,9,Q3,0,39,8,12,7,32,0,DigiSupply Co.,West Warehouse,395.99,15443.61,In Stock
3282,US-2014-117170,2014-09-17,2014-09-24,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Raleigh,North Carolina,27604,South,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,47.984,2,0.2,13.1956,7,27.5,23.99,0,Low,2014,9,Q3,0,120,35,5,2,118,0,ElectroTrade Ltd,West Warehouse,17.39,2086.8,In Stock
8362,CA-2017-147207,2017-01-02,2017-01-04,Second Class,TS-21655,Trudy Schmidt,Consumer,United States,El Paso,Texas,79907,Central,OFF-AP-10000027,Office Supplies,Appliances,Hoover Commercial SteamVac,5.432,2,0.8,-13.58,2,-250.0,2.72,1,High,2017,1,Q1,0,70,20,6,2,68,0,PaperMart Direct,Central Hub,9.51,665.7,In Stock
6790,CA-2015-161445,2015-09-07,2015-09-09,Second Class,CC-12610,Corey Catlett,Corporate,United States,Durham,North Carolina,27707,South,OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,140.736,4,0.2,12.3144,2,8.75,35.18,0,Low,2015,9,Q3,0,212,60,3,4,208,0,StationeryHub,West Warehouse,32.11,6807.32,In Stock
5322,US-2017-162558,2017-10-02,2017-10-05,First Class,Dp-13240,Dean percer,Home Office,United States,Knoxville,Tennessee,37918,South,OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',34.236,4,0.7,-26.2476,3,-76.67,8.56,1,High,2017,10,Q4,0,265,80,3,4,261,0,PaperMart Direct,West Warehouse,15.12,4006.8,In Stock
3066,CA-2017-106859,2017-03-13,2017-03-18,Second Class,BF-11215,Benjamin Farhat,Home Office,United States,Albuquerque,New Mexico,87105,West,TEC-PH-10004531,Technology,Phones,OtterBox Commuter Series Case - iPhone 5 & 5s,140.736,8,0.2,49.2576,5,35.0,17.59,0,Low,2017,3,Q1,0,82,20,7,8,74,0,DigiSupply Co.,West Warehouse,11.43,937.26,In Stock
5377,CA-2017-134152,2017-05-27,2017-05-31,Standard Class,RP-19855,Roy Phan,Corporate,United States,Seattle,Washington,98103,West,OFF-AR-10004062,Office Supplies,Art,Staples in misc. colors,31.44,3,0.0,7.86,4,25.0,10.48,0,No Discount,2017,5,Q2,0,249,60,3,3,246,0,PaperMart Direct,West Warehouse,7.86,1957.14,In Stock
3887,CA-2016-167759,2016-03-03,2016-03-08,Second Class,CC-12670,Craig Carreira,Consumer,United States,Bloomington,Indiana,47401,Central,TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,134.85,3,0.0,37.758,5,28.0,44.95,0,No Discount,2016,3,Q1,0,41,20,7,3,38,0,ElectroTrade Ltd,West Warehouse,32.36,1326.76,In Stock
9182,CA-2017-156776,2017-08-07,2017-08-11,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,Westminster,California,92683,West,OFF-BI-10000216,Office Supplies,Binders,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",31.128,3,0.2,11.673,4,37.5,10.38,0,Low,2017,8,Q3,0,393,80,3,3,390,0,PaperMart Direct,West Warehouse,6.48,2546.64,In Stock
9895,US-2016-115441,2016-07-25,2016-07-28,Second Class,SH-19975,Sally Hughsby,Corporate,United States,Milwaukee,Wisconsin,53209,Central,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",95.2,5,0.0,27.608,3,29.0,19.04,0,No Discount,2016,7,Q3,0,107,50,4,5,102,0,FurniCo Supplies,West Warehouse,13.52,1446.64,In Stock
953,CA-2017-131156,2017-04-03,2017-04-07,Standard Class,KH-16360,Katherine Hughes,Consumer,United States,Philadelphia,Pennsylvania,19143,East,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,25.472,4,0.2,7.6416,4,30.0,6.37,0,Low,2017,4,Q2,0,135,50,4,4,131,0,HomeBase Wholesale,West Warehouse,4.46,602.1,In Stock
1373,US-2014-157021,2014-04-01,2014-04-06,Second Class,KM-16720,Kunst Miller,Consumer,United States,Vallejo,California,94591,West,OFF-LA-10002312,Office Supplies,Labels,Avery 490,29.6,2,0.0,14.8,5,50.0,14.8,0,No Discount,2014,4,Q2,0,394,90,2,2,392,0,StationeryHub,South Depot,7.4,2915.6,In Stock
6272,CA-2017-102379,2017-12-02,2017-12-06,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Oakland,California,94601,West,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,179.9,5,0.0,44.975,4,25.0,35.98,0,No Discount,2017,12,Q4,0,239,60,3,5,234,0,StationeryHub,West Warehouse,26.99,6450.61,In Stock
8512,CA-2016-103359,2016-12-22,2016-12-26,Standard Class,LC-16885,Lena Creighton,Consumer,United States,New York City,New York,10035,East,OFF-BI-10004233,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",25.584,2,0.2,8.9544,4,35.0,12.79,0,Low,2016,12,Q4,0,249,80,3,2,247,0,StationeryHub,South Depot,8.31,2069.19,In Stock
3108,CA-2016-121671,2016-07-17,2016-07-22,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Springfield,Missouri,65807,Central,OFF-PA-10001471,Office Supplies,Paper,Strathmore Photo Frame Cards,21.93,3,0.0,10.0878,5,46.0,7.31,0,No Discount,2016,7,Q3,0,153,100,2,3,150,0,StationeryHub,South Depot,3.95,604.35,In Stock
1108,US-2016-110156,2016-11-19,2016-11-24,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",10.78,5,0.8,-17.248,5,-160.0,2.16,1,High,2016,11,Q4,0,180,80,3,5,175,0,StationeryHub,East Warehouse,5.61,1009.8,In Stock
368,CA-2016-155516,2016-10-21,2016-10-21,Same Day,MK-17905,Michael Kennedy,Corporate,United States,Manchester,Connecticut,6040,East,OFF-SU-10001225,Office Supplies,Supplies,Staple remover,7.36,2,0.0,0.1472,0,2.0,3.68,0,No Discount,2016,10,Q4,0,274,50,4,2,272,0,OfficeDepot Wholesale,East Warehouse,3.61,989.14,In Stock
8414,CA-2016-147109,2016-12-17,2016-12-21,Standard Class,AH-10075,Adam Hart,Corporate,United States,Arlington,Texas,76017,Central,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,51.84,10,0.2,18.144,4,35.0,5.18,0,Low,2016,12,Q4,0,363,100,2,10,353,0,PaperMart Direct,South Depot,3.37,1223.31,In Stock
6965,CA-2016-157161,2016-07-16,2016-07-20,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Columbia,South Carolina,29203,South,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,24.1,5,0.0,11.086,4,46.0,4.82,0,No Discount,2016,7,Q3,0,132,80,3,5,127,0,StationeryHub,South Depot,2.6,343.2,In Stock
5091,CA-2017-132738,2017-08-04,2017-08-07,First Class,HM-14860,Harry Marie,Corporate,United States,Loveland,Colorado,80538,West,OFF-EN-10001141,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",8.784,1,0.2,3.1842,3,36.25,8.78,0,Low,2017,8,Q3,0,129,70,2,1,128,0,StationeryHub,West Warehouse,5.6,722.4,In Stock
2621,CA-2017-115931,2017-12-22,2017-12-26,Standard Class,JM-15655,Jim Mitchum,Corporate,United States,Carlsbad,New Mexico,88220,West,OFF-ST-10000876,Office Supplies,Storage,Eldon Simplefile Box Office,37.32,3,0.0,10.4496,4,28.0,12.44,0,No Discount,2017,12,Q4,0,147,40,5,3,144,0,OfficeDepot Wholesale,East Warehouse,8.96,1317.12,In Stock
7946,CA-2017-134194,2017-12-25,2018-01-01,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,Dallas,Texas,75081,Central,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",40.98,5,0.8,-65.568,7,-160.0,8.2,1,High,2017,12,Q4,0,84,80,3,5,79,1,OfficeDepot Wholesale,Central Hub,21.31,1790.04,Low Stock
9727,CA-2017-167395,2017-12-02,2017-12-04,First Class,KM-16720,Kunst Miller,Consumer,United States,Lowell,Massachusetts,1852,East,OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,286.86,7,0.0,80.3208,2,28.0,40.98,0,No Discount,2017,12,Q4,0,87,20,6,7,80,0,PaperMart Direct,East Warehouse,29.51,2567.37,In Stock
9250,CA-2016-127761,2016-11-10,2016-11-14,Standard Class,SW-20275,Scott Williamson,Consumer,United States,New York City,New York,10009,East,TEC-PH-10003691,Technology,Phones,BlackBerry Q10,881.93,7,0.0,220.4825,4,25.0,125.99,0,No Discount,2016,11,Q4,0,25,20,7,7,18,1,DigiSupply Co.,South Depot,94.49,2362.25,Low Stock
1157,CA-2014-136567,2014-12-20,2014-12-21,First Class,PS-19045,Penelope Sewall,Home Office,United States,Harrisonburg,Virginia,22801,South,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,62.31,3,0.0,29.2857,1,47.0,20.77,0,No Discount,2014,12,Q4,0,444,80,3,3,441,0,PaperMart Direct,South Depot,11.01,4888.44,In Stock
971,CA-2014-115791,2014-01-16,2014-01-18,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,127.104,6,0.2,28.5984,2,22.5,21.18,0,Low,2014,1,Q1,0,273,50,4,6,267,0,FurniCo Supplies,West Warehouse,16.42,4482.66,In Stock
9234,CA-2016-126732,2016-09-02,2016-09-06,Standard Class,LR-16915,Lena Radford,Consumer,United States,Los Angeles,California,90036,West,OFF-ST-10000321,Office Supplies,Storage,Akro Stacking Bins,23.67,3,0.0,0.9468,4,4.0,7.89,0,No Discount,2016,9,Q3,0,155,40,5,3,152,0,StationeryHub,West Warehouse,7.57,1173.35,In Stock
966,CA-2017-135279,2017-04-09,2017-04-11,First Class,BS-11800,Bryan Spruell,Home Office,United States,New York City,New York,10011,East,OFF-AR-10004344,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,35.97,3,0.0,9.7119,2,27.0,11.99,0,No Discount,2017,4,Q2,0,106,60,3,3,103,0,PaperMart Direct,East Warehouse,8.75,927.5,In Stock
2158,CA-2014-124646,2014-06-22,2014-06-24,First Class,DV-13465,Dianna Vittorini,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,161.94,3,0.0,9.7164,2,6.0,53.98,0,No Discount,2014,6,Q2,0,138,40,5,3,135,0,OfficeDepot Wholesale,West Warehouse,50.74,7002.12,In Stock
5213,CA-2016-145898,2016-09-26,2016-09-26,Same Day,CM-12445,Chuck Magee,Consumer,United States,Redlands,California,92374,West,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,51.45,3,0.0,13.8915,0,27.0,17.15,0,No Discount,2016,9,Q3,0,94,40,5,3,91,0,PaperMart Direct,Central Hub,12.52,1176.88,In Stock
3149,CA-2016-120558,2016-06-07,2016-06-10,First Class,RD-19810,Ross DeVincentis,Home Office,United States,New York City,New York,10035,East,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,32.4,5,0.0,15.552,3,48.0,6.48,0,No Discount,2016,6,Q2,0,368,100,2,5,363,0,OfficeDepot Wholesale,Central Hub,3.37,1240.16,In Stock
1732,CA-2014-125136,2014-09-28,2014-10-03,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,Fayetteville,North Carolina,28314,South,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,10.688,2,0.2,3.7408,5,35.0,5.34,0,Low,2014,9,Q3,0,469,100,2,2,467,0,StationeryHub,West Warehouse,3.47,1627.43,In Stock
8458,US-2017-118556,2017-05-28,2017-06-02,Second Class,TH-21235,Tiffany House,Corporate,United States,Chicago,Illinois,60653,Central,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,3.564,3,0.8,-6.237,5,-175.0,1.19,1,High,2017,5,Q2,0,203,80,3,3,200,0,OfficeDepot Wholesale,Central Hub,3.27,663.81,In Stock
4588,US-2017-163790,2017-11-02,2017-11-04,Second Class,NL-18310,Nancy Lomonaco,Home Office,United States,Danville,California,94526,West,OFF-FA-10004838,Office Supplies,Fasteners,"Super Bands, 12/Pack",5.58,3,0.0,0.1674,2,3.0,1.86,0,No Discount,2017,11,Q4,0,205,100,2,3,202,0,PaperMart Direct,Central Hub,1.8,369.0,In Stock
7277,CA-2014-120670,2014-11-02,2014-11-06,Standard Class,JK-16120,Julie Kriz,Home Office,United States,Fort Lauderdale,Florida,33311,South,TEC-AC-10004171,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,799.92,10,0.2,239.976,4,30.0,79.99,0,Low,2014,11,Q4,0,192,35,5,10,182,0,ElectroTrade Ltd,East Warehouse,55.99,10750.08,In Stock
1955,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,10009,East,OFF-AR-10004582,Office Supplies,Art,BIC Brite Liner Grip Highlighters,4.92,3,0.0,2.214,4,45.0,1.64,0,No Discount,2017,9,Q3,0,206,60,3,3,203,0,StationeryHub,Central Hub,0.9,185.4,In Stock
7776,CA-2014-166961,2014-12-27,2014-12-31,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,Moreno Valley,California,92553,West,OFF-AP-10001366,Office Supplies,Appliances,Staple holder,10.98,1,0.0,2.9646,4,27.0,10.98,0,No Discount,2014,12,Q4,0,36,20,6,1,35,0,OfficeDepot Wholesale,South Depot,8.02,288.72,In Stock
8021,CA-2017-167227,2017-11-02,2017-11-05,First Class,NP-18670,Nora Paige,Consumer,United States,Saint Louis,Missouri,63116,Central,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",11.76,2,0.0,5.7624,3,49.0,5.88,0,No Discount,2017,11,Q4,0,219,100,2,2,217,0,OfficeDepot Wholesale,South Depot,3.0,657.0,In Stock
8447,CA-2017-125451,2017-10-23,2017-10-24,First Class,AH-10075,Adam Hart,Corporate,United States,Cranston,Rhode Island,2920,East,FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",35.0,4,0.0,14.7,1,42.0,8.75,0,No Discount,2017,10,Q4,0,112,50,4,4,108,0,HomeBase Wholesale,East Warehouse,5.08,568.96,In Stock
102,CA-2016-158568,2016-08-29,2016-09-02,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,60610,Central,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,1.788,3,0.8,-3.0396,4,-170.0,0.6,1,High,2016,8,Q3,0,354,80,3,3,351,0,StationeryHub,West Warehouse,1.61,569.94,In Stock
4197,US-2015-134271,2015-04-18,2015-04-23,Second Class,RF-19735,Roland Fjeld,Consumer,United States,New York City,New York,10024,East,OFF-LA-10004093,Office Supplies,Labels,Avery 486,21.93,3,0.0,10.3071,5,47.0,7.31,0,No Discount,2015,4,Q2,0,181,90,2,3,178,0,OfficeDepot Wholesale,East Warehouse,3.87,700.47,In Stock
7413,CA-2017-121125,2017-05-30,2017-06-03,Standard Class,MG-17890,Michael Granlund,Home Office,United States,Tigard,Oregon,97224,West,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,35.36,2,0.2,-3.094,4,-8.75,17.68,1,Low,2017,5,Q2,0,92,35,5,2,90,0,ElectroTrade Ltd,West Warehouse,19.23,1769.16,In Stock
304,US-2017-152380,2017-11-19,2017-11-23,Standard Class,JH-15910,Jonathan Howell,Consumer,United States,Chicago,Illinois,60623,Central,FUR-TA-10002533,Furniture,Tables,BPI Conference Tables,219.075,3,0.5,-131.445,4,-60.0,73.02,1,High,2017,11,Q4,0,74,20,10,3,71,0,HomeBase Wholesale,West Warehouse,116.84,8646.16,In Stock
77,US-2017-118038,2017-12-09,2017-12-11,First Class,KB-16600,Ken Brennan,Corporate,United States,Houston,Texas,77041,Central,FUR-FU-10000260,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",9.708,3,0.6,-5.8248,2,-60.0,3.24,1,High,2017,12,Q4,0,139,50,4,3,136,0,FurniCo Supplies,West Warehouse,5.18,720.02,In Stock
4709,CA-2017-138149,2017-06-29,2017-06-30,First Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,90049,West,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",130.71,3,0.0,39.213,1,30.0,43.57,0,No Discount,2017,6,Q2,0,156,40,5,3,153,0,OfficeDepot Wholesale,West Warehouse,30.5,4758.0,In Stock
